student_id,gender,study_hours,attendance_percent,previous_score,assignments_completed,sleep_hours,internet_hours,extracurricular_activity,study_method,parent_education,internet_access,final_score
STU10835,Female,3.99,78.7,65.6,4,8.53,5.64,Clubs,Group Study,Postgraduate,Yes,100.0
STU10129,Male,4.22,68.2,71.7,9,5.62,4.77,Clubs,Online Course,College,Yes,100.0
STU10341,Male,0.92,76.0,70.6,4,5.0,3.88,None,Self Study,Postgraduate,Yes,86.7
STU12343,Male,1.39,59.6,65.2,10,7.41,3.81,Music,Online Course,College,Yes,100.0
STU11832,Female,5.61,63.7,70.9,4,5.14,4.17,None,Self Study,School,Yes,100.0
STU11028,Male,5.57,62.1,59.0,2,9.04,3.37,None,Coaching,College,Yes,100.0
STU10308,Female,8.1,55.0,63.6,9,9.12,6.89,Volunteering,Self Study,Postgraduate,Yes,100.0
STU10384,Female,3.0,91.7,73.3,10,8.0,2.97,Music,Group Study,School,Yes,100.0
STU11969,Male,4.64,100.0,100.0,2,7.64,0.5,Sports,Self Study,College,Yes,100.0
STU12326,Female,6.53,70.2,87.4,10,8.35,1.76,None,Coaching,Postgraduate,Yes,100.0
STU12098,Male,3.89,82.0,67.4,4,6.29,0.13,Volunteering,Self Study,Postgraduate,,98.6
STU10178,Female,5.82,84.1,87.5,5,7.23,3.36,Music,Online Course,College,Yes,100.0
STU10427,Female,7.11,87.6,58.4,5,7.57,2.14,Clubs,Coaching,College,Yes,100.0
STU11221,Female,5.41,78.6,88.8,2,8.4,3.91,None,Online Course,College,Yes,100.0
STU11772,Male,5.64,65.0,97.0,9,4.8,4.48,Volunteering,Self Study,School,Yes,100.0
STU12475,Male,3.68,72.6,85.1,8,5.79,,None,Online Course,School,Yes,100.0
STU10908,Female,2.95,98.1,55.9,4,7.0,2.08,Clubs,Online Course,College,Yes,100.0
STU10185,Female,6.36,60.2,,6,5.47,2.49,Music,Coaching,School,No,100.0
STU11074,Female,2.31,77.1,72.1,10,5.39,7.45,Music,Group Study,College,Yes,100.0
STU12016,Male,5.82,89.5,58.7,9,7.8,3.52,,Coaching,College,Yes,100.0
STU11663,Female,5.29,84.4,30.1,10,8.09,3.71,Clubs,Online Course,School,Yes,100.0
STU12213,Female,8.08,91.3,70.5,6,4.67,6.19,Music,Coaching,School,Yes,100.0
STU11737,Other,2.76,80.5,93.0,9,10.0,3.9,Clubs,Self Study,School,Yes,100.0
STU10791,Female,4.01,75.4,83.8,4,7.12,3.4,Clubs,Coaching,Postgraduate,Yes,100.0
STU12307,Female,9.37,100.0,72.5,2,1.6172013114754917,2.57,Sports,Online Course,School,Yes,100.0
STU10490,Male,,,57.9,7,8.55,6.94,None,Coaching,College,Yes,100.0
STU11211,Male,,,59.2,2,6.76,2.48,Clubs,Self Study,College,Yes,99.9
STU11621,Male,6.65,70.3,66.0,3,9.12,4.09,Sports,,College,Yes,100.0
STU12267,Male,6.72,66.1,60.4,2,7.65,2.89,Music,Self Study,College,Yes,94.2
STU11006,Male,6.18,97.8,75.6,9,7.05,1.83,Clubs,Self Study,College,Yes,100.0
STU11671,Female,5.32,90.7,65.6,8,7.08,3.16,Sports,Self Study,School,Yes,100.0
STU11506,Male,6.5,74.3,81.6,3,8.22,0.4,Clubs,Self Study,College,Yes,100.0
STU10991,Other,7.24,63.5,38.3,10,7.55,2.55,Clubs,Self Study,College,Yes,100.0
STU10119,Female,8.7,68.7,58.1,2,6.82,1.87,None,Self Study,School,Yes,100.0
STU11577,Female,5.56,46.7,76.2,5,6.57,2.03,None,Group Study,School,Yes,100.0
STU10282,Female,2.01,70.1,73.4,3,4.98,4.81,Sports,Self Study,College,Yes,86.6
STU12197,Male,5.14,86.6,60.0,3,9.13,4.95,None,Self Study,Postgraduate,Yes,100.0
STU12030,Male,4.54,95.2,75.1,6,8.31,1.9,None,Self Study,Postgraduate,Yes,100.0
STU11862,Female,3.33,82.1,49.9,8,7.07,4.57,None,Online Course,College,Yes,85.0
STU10931,Female,5.51,58.7,75.4,8,6.6,1.47,None,Online Course,School,Yes,100.0
STU11387,Male,8.0,66.2,88.8,7,5.96,5.1,Sports,Coaching,School,Yes,100.0
STU12225,Male,3.3,81.0,57.0,4,8.41,5.58,Music,Self Study,School,Yes,85.4
STU10367,Male,4.01,84.1,60.3,9,6.34,5.29,None,Self Study,College,Yes,100.0
STU11375,Female,5.45,62.7,58.8,4,6.75,4.5,,Coaching,College,Yes,89.2
STU10556,Female,4.89,64.3,70.3,3,4.87,3.91,Sports,Self Study,Postgraduate,Yes,100.0
STU11129,Male,5.01,92.7,86.0,3,5.02,3.78,None,,,Yes,100.0
STU11296,Male,7.19,75.9,41.8,3,6.34,4.93,None,Online Course,School,Yes,100.0
STU11305,Female,5.0,89.8,81.9,5,7.66,6.58,Clubs,Coaching,Postgraduate,Yes,100.0
STU10204,Other,6.79,92.2,51.4,6,5.3,4.1,,Group Study,School,Yes,100.0
STU11713,Male,6.78,84.6,70.6,10,7.74,3.6,None,Self Study,Postgraduate,Yes,100.0
STU10121,Female,3.45,69.8,70.4,9,7.47,4.47,Clubs,Coaching,College,Yes,100.0
STU10284,Male,6.41,90.8,80.7,9,5.76,5.86,None,Online Course,College,Yes,100.0
STU10576,Male,2.59,67.7,66.8,9,6.92,2.97,Clubs,Online Course,College,No,96.6
STU11588,Female,7.39,57.4,72.0,2,5.99,4.2,Music,Online Course,College,Yes,100.0
STU11546,Female,5.03,76.2,67.4,6,8.36,6.15,None,Self Study,College,,94.8
STU10276,Male,6.27,100.0,42.2,10,5.62,2.02,Sports,Coaching,,Yes,100.0
STU11732,Female,5.44,86.5,66.6,9,8.6,4.75,Volunteering,Group Study,Postgraduate,,100.0
STU12380,Male,5.33,64.8,64.4,9,6.85,5.22,None,Self Study,School,Yes,94.1
STU10361,Female,5.19,60.4,61.0,10,4.95,6.0,Music,Online Course,Postgraduate,Yes,100.0
STU11043,Male,6.9,76.2,49.2,9,8.36,3.09,None,Self Study,Postgraduate,Yes,100.0
STU11538,Female,2.13,77.8,52.0,2,6.68,4.1,Music,Online Course,College,Yes,81.4
STU11135,Female,5.17,75.9,78.3,2,7.1,0.0,Clubs,Group Study,College,Yes,88.1
STU10630,Female,0.67,82.4,94.9,10,5.5,3.71,Volunteering,Coaching,College,Yes,100.0
STU11567,Female,3.17,68.1,84.4,4,7.21,4.28,Music,Self Study,Postgraduate,Yes,87.1
STU11988,Female,3.97,65.4,78.4,3,7.19,5.38,Volunteering,Self Study,School,Yes,97.2
STU10287,Female,6.03,78.1,54.8,3,8.78,3.32,Clubs,Self Study,School,Yes,97.3
STU11299,Male,3.19,88.1,81.7,4,6.65,3.07,None,Online Course,Postgraduate,Yes,100.0
STU10839,Female,9.17,65.1,67.5,8,4.49,0.72,Music,Self Study,School,Yes,100.0
STU11972,Female,4.89,69.0,88.0,10,9.21,1.77,None,Self Study,School,Yes,100.0
STU10424,Male,2.54,70.3,67.4,10,6.78,4.44,Sports,Coaching,School,Yes,96.1
STU11835,Other,6.66,84.9,73.6,6,6.14,3.13,Clubs,Online Course,College,Yes,100.0
STU11280,Female,5.06,55.4,37.8,8,5.11,0.85,None,Self Study,College,Yes,88.1
STU11611,Other,6.08,84.7,33.0,10,6.9,2.48,None,Online Course,School,Yes,100.0
STU10875,Female,1.72,77.9,50.1,10,8.0,1.14,None,Online Course,Postgraduate,Yes,96.7
STU10066,Male,7.09,66.7,73.0,5,7.42,2.38,None,Self Study,School,Yes,99.7
STU11670,Male,4.1,84.0,55.2,5,,2.77,Sports,Self Study,College,Yes,100.0
STU11513,Female,7.29,86.2,73.8,6,6.44,0.68,Clubs,Self Study,College,Yes,100.0
STU11749, FEMALE ,4.52,70.5,67.8,5,5.41,4.16,None,Self Study,School,Yes,100.0
STU11995,Male,5.68,81.9,77.7,6,7.5,4.84,Volunteering,Online Course,College,No,100.0
STU10231,Male,2.57,64.0,80.2,9,6.78,4.54,Sports,Coaching,Postgraduate,Yes,100.0
STU11599,Female,8.66,83.2,53.9,6,8.57,20.485630602117737,Clubs,Self Study,College,Yes,100.0
STU10788,Female,5.09,90.9,55.2,3,,3.27,None,Self Study,College,Yes,85.1
STU11208,Female,3.74,85.2,57.2,8,7.22,2.28,None,Self Study,School,Yes,100.0
STU10928,Male,6.33,84.3,80.5,6,4.2,5.79,Sports,,College,Yes,100.0
STU11357,Female,4.75,64.2,79.3,10,6.32,4.33,Clubs,Self Study,Postgraduate,Yes,100.0
STU10760,Female,6.39,74.0,20.3,3,5.85,1.17,None,Self Study,Postgraduate,Yes,89.6
STU11810,Female,7.42,49.5,62.5,2,6.81,2.03,None,Online Course,School,Yes,97.7
STU11095,Male,4.19,73.5,74.5,10,5.99,3.52,Clubs,Online Course,Postgraduate,Yes,100.0
STU10375,,6.61,79.4,69.1,6,6.09,1.47,Clubs,Coaching,College,Yes,100.0
STU10790,Female,5.2,65.7,87.2,7,7.12,0.28,Music,Self Study,College,Yes,100.0
STU11551,Male,2.37,88.7,68.1,6,3.5,4.72,Sports,Group Study,Postgraduate,Yes,87.9
STU11262,Female,5.69,87.1,74.7,9,8.65,3.37,None,Self Study,College,Yes,100.0
STU10298,Female,4.76,74.9,67.4,5,5.71,5.45,None,Self Study,College,Yes,100.0
STU10599,Male,5.98,100.0,72.0,9,7.85,5.75,None,Coaching,School,Yes,100.0
STU12308,Male,5.53,70.7,42.6,3,8.72,5.3,Sports,Self Study,College,Yes,88.3
STU10100,Male,3.69,90.5,53.7,8,7.84,2.58,Sports,Self Study,College,Yes,100.0
STU11791,,2.18,72.7,78.4,4,,3.65,None,Online Course,Postgraduate,Yes,100.0
STU11929,Male,7.23,75.7,57.4,7,7.64,5.48,Sports,Self Study,School,,100.0
STU11260,Female,4.54,56.6,54.2,10,7.36,1.23,Clubs,Online Course,School,Yes,83.4
STU10530,Female,8.63,81.3,67.5,7,7.97,1.35,Volunteering,Self Study,School,Yes,100.0
STU11259,Male,8.98,82.8,52.4,5,7.95,5.18,None,Self Study,School,Yes,100.0
STU10720,Female,3.46,90.0,74.6,8,6.32,3.5,Music,Self Study,Postgraduate,Yes,100.0
STU12483,Male,5.93,,,9,7.36,1.1,Clubs,Self Study,School,Yes,100.0
STU10637,Other,5.12,93.2,74.2,2,4.52,4.59,Clubs,Self Study,School,Yes,94.1
STU12208,Female,6.38,73.8,78.7,9,4.9,0.37,Clubs,Online Course,Postgraduate,Yes,100.0
STU10186,Female,8.57,79.7,71.2,8,7.62,1.93,Music,Self Study,,Yes,100.0
STU11412,Male,9.96,100.0,69.0,6,7.3,2.75,Music,,School,Yes,100.0
STU10987,Male,2.69,86.8,65.7,9,7.78,2.08,None,Online Course,School,Yes,100.0
STU11395,Female,1.76,85.5,94.8,7,6.04,6.97,Volunteering,Self Study,College,Yes,87.9
STU12244,Male,7.39,77.1,35.2,10,4.17,2.71,Clubs,Self Study,College,Yes,96.3
STU11804,Male,4.68,70.9,76.6,6,6.51,2.75,Music,Self Study,School,Yes,100.0
STU10512,Female,4.91,73.8,68.2,8,7.21,3.95,None,Self Study,Postgraduate,Yes,100.0
STU12015,Male,8.68,117.7895568101759,70.1,2,7.3,2.19,Sports,Coaching,School,Yes,100.0
STU11976,Male,7.04,84.2,41.9,3,8.19,2.88,None,Self Study,College,Yes,100.0
STU11921,,,91.9,87.7,3,7.08,2.4,None,Self Study,College,Yes,100.0
STU12094,Female,7.14,74.5,60.3,6,9.4,6.97,Sports,Online Course,College,Yes,100.0
STU10608,Female,6.4,79.6,69.4,7,4.68,3.3,None,Online Course,College,No,100.0
STU11180,Female,6.33,79.0,52.8,5,8.48,3.87,Music,Self Study,Postgraduate,Yes,100.0
STU12341,Female,8.46,80.2,50.8,2,9.52,3.77,None,Self Study,College,Yes,99.9
STU10152,Male,3.43,55.2,66.8,4,6.04,6.2,None,Coaching,Postgraduate,Yes,82.5
STU11581,Female,7.88,91.3,40.7,6,5.31,5.01,Sports,Coaching,Postgraduate,Yes,100.0
STU10892,Male,4.38,57.3,91.9,9,7.37,4.02,Sports,Group Study,College,Yes,100.0
STU12219,Male,4.2,81.4,66.8,6,7.05,3.87,None,Self Study,Postgraduate,Yes,96.3
STU10912,Female,6.29,53.7,70.8,4,7.63,0.0,Sports,Coaching,Postgraduate,Yes,100.0
STU12287,Male,6.89,62.2,62.4,2,8.87,1.25,Clubs,Online Course,Postgraduate,Yes,100.0
STU10024,Male,5.19,56.4,53.4,3,7.0,5.57,Clubs,Group Study,Postgraduate,Yes,91.6
STU10159,Female,4.5,75.8,,9,6.81,5.61,None,Self Study,School,Yes,98.7
STU10332,,6.78,89.8,73.6,7,7.77,2.4,Sports,Self Study,College,Yes,100.0
STU11026,Male,4.77,96.8,75.0,3,7.77,,None,Online Course,Postgraduate,Yes,100.0
STU12399,Female,4.21,81.7,57.3,8,5.98,0.45,None,Self Study,School,Yes,99.5
STU11743,Female,6.51,65.4,57.1,6,7.35,3.31,Volunteering,Coaching,College,Yes,100.0
STU12008,Male,3.28,65.9,45.9,6,5.83,2.08,None,Online Course,School,,85.1
STU12462,Female,2.87,85.5,65.8,3,7.52,2.15,Clubs,Online Course,College,Yes,89.2
STU11455,Male,8.43,78.3,67.7,4,8.28,4.25,,Coaching,School,Yes,100.0
STU10643,Female,9.61,75.3,77.7,5,7.89,4.33,,Self Study,School,Yes,100.0
STU12479,Male,7.02,91.5,34.8,4,5.29,2.18,None,Online Course,School,Yes,95.6
STU10312,Male,6.38,73.6,53.5,2,6.32,6.18,Volunteering,Coaching,,Yes,100.0
STU10352,Female,7.19,95.2,,3,6.18,3.49,None,Self Study,College,Yes,100.0
STU10549,Male,6.91,88.7,72.7,4,6.78,4.45,Volunteering,Coaching,School,Yes,99.1
STU11377,Male,6.61,64.5%,43.2,6,7.35,2.89,Sports,Coaching,College,Yes,100.0
STU11358,Male,4.49,78.1,78.3,10,4.89,7.75,None,Coaching,School,Yes,95.8
STU12321,Male,6.34,72.3,32.2,4,8.33,2.43,None,Coaching,,Yes,100.0
STU10307,Female,4.83,98.7,69.9,10,7.92,1.89,Volunteering,Coaching,Postgraduate,Yes,100.0
STU10288,Male,5.6,77.3,57.3,10,6.76,3.61,Volunteering,Self Study,Postgraduate,Yes,100.0
STU10695,Male,3.85,76.6,77.2,6,6.73,,Clubs,Coaching,College,Yes,100.0
STU10860,Male,6.83,80.0,86.4,7,6.93,2.8,Sports,Coaching,School,Yes,100.0
STU10631,Male,8.72,86.0,40.1,10,7.46,3.72,None,Coaching,Postgraduate,Yes,100.0
STU12051,Female,7.03,89.9,75.3,5,7.59,5.42,Sports,Online Course,College,Yes,100.0
STU11892,Female,3.93,93.4,62.8,2,7.35,1.2,Music,Coaching,Postgraduate,Yes,100.0
STU12333,Female,6.02,64.9,62.9,8,5.71,2.47,,Self Study,School,Yes,100.0
STU11413,Male,2.36,72.3,54.0,2,8.13,3.03,Clubs,Online Course,Postgraduate,Yes,88.4
STU11293,Male,4.71,73.5,69.4,8,6.71,0.62,Clubs,Self Study,School,Yes,100.0
STU10808,male,3.01,86.4,65.9,5,8.93,6.36,Sports,Coaching,Postgraduate,Yes,100.0
STU11614,Male,5.66,84.6,68.9,9,6.42,4.38,None,Self Study,College,Yes,100.0
STU11115,Female,5.7,55.8,74.1,2,4.94,4.93,Clubs,Self Study,Postgraduate,Yes,95.7
STU11400,Male,2.68,81.9,78.1,10,7.82,5.9,Music,Coaching,College,Yes,100.0
STU12401,Female,4.61,53.0,70.6,4,7.56,3.46,Clubs,Self Study,Postgraduate,Yes,93.9
STU11353,Female,2.92,61.8,97.0,5,5.14,3.15,Clubs,Group Study,Postgraduate,Yes,100.0
STU11175,Female,5.33,61.7,92.0,10,8.29,0.58,Volunteering,Group Study,College,Yes,100.0
STU10014,Male,7.75,87.7,91.4,4,7.01,1.02,Sports,Group Study,School,Yes,100.0
STU11045,Female,3.98,74.8,78.9,4,6.43,0.2,Music,Coaching,College,Yes,100.0
STU11431,Female,4.96,65.3,55.3,8,6.86,1.79,None,Self Study,College,Yes,99.4
STU10515,,7.08,89.8,62.3,6,4.75,3.76,None,Coaching,School,Yes,100.0
STU10410,Male,2.91,84.5,75.1,10,6.88,0.19,None,Online Course,College,Yes,100.0
STU12145,Male,4.06,77.5,65.0,3,6.74,,Sports,Self Study,College,Yes,100.0
STU10314,Female,6.38,71.6,65.5,7,8.48,5.32,None,Online Course,College,Yes,100.0
STU11897,Female,2.4,78.8,69.3,2,5.24,4.94,,Self Study,College,Yes,97.6
STU10867,Female,2.82,78.4,64.0,5,6.51,4.2,Clubs,Self Study,College,Yes,92.3
STU11005,Female,5.51,79.9,26.2,5,5.54,5.47,Music,Self Study,College,Yes,88.3
STU12115,Male,6.48,71.4,47.1,9,8.78,4.19,Clubs,Self Study,Postgraduate,Yes,100.0
STU11104,Female,6.54,95.5,92.4,8,8.01,4.05,Sports,Self Study,College,Yes,100.0
STU10383,Female,2.3,87.0,58.6,2,7.65,1.17,None,Group Study,College,Yes,82.4
STU11118,Male,4.78,69.6,52.2,3,7.9,5.13,Music,Coaching,School,Yes,100.0
STU11648,Male,7.84,100.0,69.3,4,7.76,1.78,None,Self Study,Postgraduate,No,100.0
STU10762,Female,6.77,64.9,75.9,5,5.6,2.96,Sports,Group Study,School,Yes,100.0
STU11423,Male,6.28,64.8,30.6,9,6.15,3.41,None,,College,Yes,93.2
STU11034,,6.47,82.2,73.5,7,3.5,3.54,Music,Group Study,School,Yes,100.0
STU11065,Male,4.21,94.6,91.0,9,4.81,5.66,Music,Online Course,Postgraduate,Yes,97.8
STU10264,Male,4.39,88.7,75.4,10,3.74,4.17,Sports,Self Study,Postgraduate,Yes,100.0
STU10932,Male,6.4,94.8,58.3,7,8.49,4.89,None,Online Course,College,Yes,100.0
STU12171,Male,3.8,47.3,66.0,7,7.02,0.0,Clubs,Self Study,School,Yes,100.0
STU11707,Male,4.59,78.1,61.1,2,4.81,0.0,Clubs,Self Study,School,Yes,86.7
STU10416,Female,5.9,100.0,45.0,5,7.44,0.0,Sports,Self Study,College,Yes,100.0
STU10977,Female,7.71,52.3,62.5,10,7.65,2.99,None,Self Study,College,Yes,100.0
STU10359,Female,3.77,73.9,62.0,4,6.31,0.37,None,Self Study,Postgraduate,No,100.0
STU11196,Male,9.42,68.5,66.1,2,7.68,2.3,Clubs,Self Study,College,Yes,100.0
STU10009,Female,5.47,88.9,56.6,2,7.95,2.51,Clubs,Self Study,College,Yes,100.0
STU11054,Male,10.39,57.6,95.9,7,6.75,4.1,None,Self Study,College,Yes,100.0
STU10317,Female,5.63,60.5,78.6,2,7.12,4.5,Music,Self Study,Postgraduate,Yes,98.8
STU10305,Male,5.38,67.7,89.2,4,8.71,5.9,Clubs,Coaching,Postgraduate,Yes,100.0
STU10428,Other,8.94,81.3,,5,7.24,3.97,None,Coaching,School,Yes,100.0
STU10106,Female,5.09,67.2,56.6,5,8.72,3.57,Music,,Postgraduate,Yes,100.0
STU12497,Female,5.26,73.9,64.2,6,9.6,3.46,Sports,Self Study,School,Yes,100.0
STU10122,Male,5.86,69.8,48.1,7,8.76,3.12,Music,Self Study,School,Yes,100.0
STU11037,Male,7.47,89.3,63.8,10,8.11,1.96,Music,Group Study,School,No,100.0
STU11576,Female,2.98,68.1,66.9,4,6.28,3.52,Clubs,Self Study,School,Yes,91.5
STU11879,Male,8.35,72.3,68.0,9,8.17,3.83,None,Self Study,School,Yes,100.0
STU11560,Male,5.21,76.8,65.7,5,7.59,3.36,Clubs,Online Course,School,No,96.8
STU11801,Female,5.42,72.7,61.3,4,7.12,2.76,Clubs,Coaching,College,No,96.4
STU12276,Female,0.5,,59.7,9,7.81,3.79,None,Self Study,College,Yes,93.8
STU10116,Male,4.44,69.9,76.2,9,7.96,3.68,Sports,Online Course,College,,100.0
STU11147,,6.45,95.1,60.8,6,,1.83,Clubs,Self Study,College,Yes,100.0
STU10745,Female,5.7,83.8,75.3,7,7.2,4.26,Clubs,Group Study,College,Yes,100.0
STU12480,Female,4.94,69.5,60.0,8,7.91,4.12,Volunteering,Coaching,College,Yes,100.0
STU12345,Female,7.12,77.5,75.8,4,6.63,0.06,,Online Course,School,Yes,100.0
STU11055,Male,2.75,89.1,66.7,4,7.33,3.6,Sports,Online Course,College,Yes,100.0
STU11271,Female,8.57,72.7,73.2,10,8.35,0.51,,Self Study,School,Yes,100.0
STU10673,Female,4.07,89.7,68.4,2,5.98,5.46,Clubs,Online Course,Postgraduate,Yes,89.6
STU12448,Female,4.58,82.3,85.5,5,6.1,6.26,Sports,Self Study,College,Yes,100.0
STU11991,Male,6.28,99.1,60.6,7,5.89,3.32,Sports,Self Study,School,Yes,100.0
STU12153,Male,3.81,83.1,84.9,3,6.43,3.85,None,Coaching,School,No,99.5
STU10310,Male,8.96,61.5,78.0,4,8.64,1.53,Music,Group Study,College,Yes,100.0
STU10592,Male,6.0,70.0,70.4,10,4.12,4.27,Sports,Coaching,College,Yes,100.0
STU10463,Female,2.32,81.7,53.1,9,6.35,6.11,Clubs,,College,No,92.7
STU11000,Female,7.15,85.1,48.6,5,8.48,2.78,None,Self Study,Postgraduate,Yes,100.0
STU11132,Male,4.97,92.3,70.4,8,,2.88,None,Group Study,College,Yes,100.0
STU11238,Male,,96.5,49.6,3,6.71,3.33,None,Self Study,Postgraduate,Yes,94.9
STU10945,Female,6.08,91.3,85.1,4,6.99,3.49,None,Coaching,College,Yes,100.0
STU10553,Male,6.09,67.2,75.8,10,5.48,5.9,None,Online Course,School,Yes,100.0
STU10088,Male,5.52,94.9,57.7,7,6.46,3.27,Music,Online Course,College,Yes,100.0
STU10691,Male,6.13,60.9,93.4,3,7.85,2.09,None,Online Course,College,Yes,100.0
STU11717,Male,4.33,92.5,61.9,6,6.05,2.31,Volunteering,Online Course,College,Yes,97.4
STU11421,Male,5.07,81.9,67.5,8,7.22,2.24,,Coaching,School,Yes,100.0
STU12424,Male,4.63,62.2,70.8,4,,3.17,Volunteering,Online Course,College,,100.0
STU11640,Female,5.09,81.7,77.8,7,6.85,4.23,Volunteering,Online Course,Postgraduate,Yes,100.0
STU12292,Male,,40.7,56.1,2,8.41,6.31,None,Coaching,College,Yes,99.9
STU10801,,3.81,84.6,61.4,3,7.24,1.31,Music,Self Study,College,Yes,95.3
STU12074,Male,4.98,83.3,68.7,8,6.33,2.17,Sports,Online Course,College,Yes,97.0
STU10301,Female,8.95,74.9,57.3,4,7.47,2.62,None,Online Course,Postgraduate,Yes,100.0
STU11992,Female,6.59,67.2,72.7,8,7.45,2.95,Volunteering,Self Study,,Yes,100.0
STU10544,Male,5.14,72.1,51.1,2,6.77,5.4,Clubs,Self Study,School,Yes,88.1
STU12124,Male,,88.2,72.9,9,9.88,2.18,None,Group Study,College,Yes,100.0
STU12228,Female,6.66,65.3,75.6,3,8.91,3.16,None,Group Study,School,Yes,100.0
STU10495,Female,4.88,72.2,79.0,4,7.25,2.35,Music,Self Study,School,Yes,100.0
STU10366,Male,8.46,62.9,95.9,8,4.86,1.97,None,Group Study,Postgraduate,Yes,100.0
STU12270,Other,4.59,97.2,74.6,5,9.44,2.83,None,Online Course,College,Yes,100.0
STU11574,Female,5.47,95.0,,2,8.51,5.91,Clubs,Group Study,School,Yes,100.0
STU10274,Female,9.69,76.0,76.3,4,5.66,4.37,None,Online Course,College,Yes,100.0
STU10789,Male,3.34,73.1,57.8,8,7.76,4.16,None,Self Study,College,Yes,83.7
STU10072,Female,3.23,85.7,67.3,2,6.58,5.54,Clubs,Self Study,College,Yes,99.7
STU11265,Female,5.4,77.2,68.7,8,6.37,4.39,None,Online Course,Postgraduate,Yes,100.0
STU11838,Male,4.98,72.3,60.7,5,6.33,3.07,None,Group Study,College,Yes,90.5
STU10064,Female,6.67,98.2,64.9,8,8.82,0.67,Music,Self Study,School,No,100.0
STU10395,Female,6.9,70.1,72.0,2,6.22,1.13,None,Self Study,Postgraduate,Yes,100.0
STU11481,Female,6.4,81.9,65.0,7,6.83,8.16,Sports,Group Study,College,Yes,100.0
STU10344,Male,6.33,86.8,39.7,9,3.82,4.31,Volunteering,Self Study,College,Yes,91.6
STU11753,Female,4.19,83.8,56.8,3,7.33,3.86,Volunteering,Self Study,School,Yes,99.5
STU11404,Male,4.52,75.2,48.7,5,6.9,6.86,Clubs,Self Study,School,Yes,83.4
STU10501,Male,,93.0,61.1,8,5.62,1.05,Volunteering,Self Study,College,Yes,100.0
STU11698,Male,10.25,58.3,61.5,4,5.78,2.66,Clubs,Self Study,School,Yes,100.0
STU10963,Male,,62.2,90.3,10,7.69,5.85,Music,Self Study,School,Yes,100.0
STU10678,Female,6.34,80.1,73.4,6,4.83,4.53,None,Self Study,School,Yes,96.4
STU11049,Male,3.59,68.9,79.6,3,5.62,2.44,Clubs,Self Study,School,Yes,86.1
STU11913,Female,6.6,87.0,77.6,3,7.3,1.22,Sports,Coaching,College,No,100.0
STU11552,Female,4.05,76.8,52.8,7,8.25,5.5,Sports,Online Course,School,Yes,98.8
STU10273,Male,5.31,75.1,59.3,5,7.12,3.64,None,Online Course,College,Yes,100.0
STU11638,Female,7.45,80.4,70.8,4,9.02,2.32,Music,Online Course,Postgraduate,Yes,100.0
STU10206,Male,5.4,75.9,64.7,4,6.61,5.57,Clubs,Self Study,Postgraduate,Yes,100.0
STU10734,Other,5.12,88.4,68.6,8,7.31,1.02,Sports,Self Study,Postgraduate,Yes,100.0
STU10153,Male,2.15,93.4,68.7,8,6.4,1.96,None,Coaching,College,Yes,100.0
STU12122,Female,5.59,77.5,70.3,9,8.54,0.0,Sports,Self Study,College,Yes,100.0
STU10558,Male,3.44,72.3,74.9,9,7.19,4.09,Sports,Group Study,School,Yes,100.0
STU10378,Female,1.49,71.6,63.6,3,7.5,0.97,Sports,Online Course,School,Yes,98.6
STU11945,Male,4.74,79.2,69.9,9,5.47,2.13,Volunteering,Online Course,School,Yes,100.0
STU10536,Female,6.77,83.8,51.8,9,5.31,1.72,None,Self Study,College,Yes,100.0
STU12297,Male,10.65,82.2,64.9,5,8.03,2.68,None,Group Study,,Yes,100.0
STU12047,Male,6.82,45.7,76.0,7,7.2,5.61,Music,Online Course,College,Yes,100.0
STU11600,Male,3.36,75.4,85.7,10,6.57,3.01,Volunteering,Online Course,School,Yes,100.0
STU10199,Male,5.49,82.7,59.6,6,7.0,1.91,Clubs,Online Course,School,Yes,100.0
STU10562,Male,6.17,80.4,100.0,9,7.0,21.60441144008915,Volunteering,Coaching,Postgraduate,Yes,100.0
STU10686,Male,4.54,61.6,43.7,7,5.18,2.87,Sports,,College,Yes,91.1
STU11658,Male,1.98,94.1,,7,6.19,1.95,Sports,Self Study,Postgraduate,No,94.4
STU10591,Female,3.06,92.9,68.9,6,7.76,1.41,None,Self Study,School,Yes,100.0
STU10520,Female,8.76,53.5,54.2,10,6.81,0.57,Clubs,Online Course,School,Yes,100.0
STU10309,Female,6.67,81.3,86.9,5,5.28,3.68,Volunteering,Coaching,College,Yes,100.0
STU10605,Male,4.23,77.2,66.8,6,7.19,4.75,Sports,Online Course,School,Yes,100.0
STU12166,Other,,88.6,78.8,2,9.66,2.9,Volunteering,Online Course,College,Yes,100.0
STU12108,Female,3.41,93.6,72.8,2,6.72,0.0,None,Coaching,College,Yes,98.1
STU10060,Male,7.44,,68.5,6,9.02,4.48,Sports,Online Course,School,Yes,100.0
STU10584,Male,3.36,71.7,53.2,10,6.04,2.8,None,Online Course,School,Yes,100.0
STU12315,Male,6.49,80.1,61.2,4,,0.56,Clubs,Coaching,College,Yes,100.0
STU10208,Male,3.06,43.7,54.0,8,,5.75,Music,Self Study,College,No,87.5
STU12044,Male,3.97,66.4,96.3,2,7.83,2.39,Music,Coaching,College,Yes,100.0
STU10924,Other,4.36,66.3,51.1,9,8.94,2.17,Clubs,Group Study,College,Yes,100.0
